"","SEQNUM","COUNTRY_","COMM15_A","YEARSCOM","CANCOMM1","FATHLIVE","FREASON_","OTHFATH_","FATHACT_","FSELFEMP","FATHED_B","FMOREED_","FMOSTED_","FCOUNTRY","FETHNIC1","FETHNIC2","FETHNIC3","FETHNIC4","FETHNIC5","FETHNIC6","FETHNIC7","FETHNIC8","MOTHLIVE","MREASON_","OTHMOTH_","MOTHACT_","MSELFEMP","MOTHED_B","MMOREED_","MMOSTED_","MCOUNTRY","METHNIC1","METHNIC2","METHNIC3","METHNIC4","METHNIC5","METHNIC6","METHNIC7","METHNIC8","BROTHERS","SISTERS_","HAPPY_El","HEALTH_E","HEALTHSV","JOB_E2B","JOBSV_E2","OTHTIME_","OTHTIMES","FINANCE_","FINANCES","HOUSING_","HOUSINGS","FRIENDS_","FRIENDSS","PARTNER_","PARTNERS","FAMILY_E","FAMILYSV","YOURSEL1","YOURSEL2","LIFE_E3","EDUC","GRADSECN","MOREED","MOSTED","YEARED","JOB1","JOBlYEAR","RELIGION","ATTEND","ETHNICl","ETHNIC2","ETHNIC3","ETHNIC4","ETHNIC5","ETHNIC6","ETHNIC7","ETHNIC8","DWELLING","OWNRENT","ACT7DAYS","ACTl2MNT","JOB12MNT","JOBWEEKS","SELFEMP","PTFT","HOUSINC1","HOUSINC2","HOUSINC3","PROV","FWGT_OS","DVSEX","DVAGEGR","DVMARST","DVRELHD","DVHHLDSZ","DVLVGARR","DVCHILD","DVIMMIG","DVNUMCOM","DVBORNR","DVBORl5","DVBORNF","DVBORNM","DVBCMSF","DVPINF","DVINDF","DVEDF","DVBCMSM","DVPINM","DVINDM","DVEDM","DVEDR","DVBCMSRF","DVPINRF","DVINDRF","DVBCMSRL","DVPINRL","DVINDRL","DVBROTHS","DVSALARY","DVTOTINC","CONREG","MAGREG","DVLANG","CONVERS","FAMTONG","FAMTONG1","FAMTONG2","FAMTONG3","MOMTONG","MOMTONG1","MOMTONG2","MOMTONG3","RESMTONG","MAINQL","DVMAINLG","KNOWFRE1","KNOWENG","TALKFREN","TALKENG","RATEFRER","RATEENGR","RATEFREU","RATEENGU","RATEFRES","RATEENGS","KNOWFRE2","KNOWFRE3","KNOWFRE4","KNOWFRE5","KNOWFRE6","KNOWFRE7","KNOWFRE8","KNOWENG1","KNOWENG2","KNOWENG3","KNOWENG4","KNOWENG5","KNOWENG6","KNOWENG7","FIVEFREK","FIVEENGK","FIVEFREU","FIVEENGU","KNOWOTHF","DVNUMOTH","DVKNOTHL","TALKOTH","RATEOTHR","RATEOTHU","RATEOTHS","KIDLNH","KIDLN","KIDLNMO","KIDLN90","KIDLNO3","KIDLNO4","KIDLNO5","ADOLNH","ADOLNHMO","ADOLNF","ADOLNFMO","PRILN","PRILNMO","SECLN","SECLNMO","POSTLN","POSTLNMO","HOMELN","NOWLNH","NOWLNHMO","NOWLNH90","NOWLNF","NOWLNFMO","WRKLN","RWRKLN","RWRKLNMO","RWRKLN90","WWRKLN","WWRKLNMO","WWRKLN90","TVLN","TVLNMO","TVLN9O","DOCLN","FEDSERV","P0","CEIC","OAS","NP","FPIC","CUSTOMS","RCMP","AIRC","AGCAN","VR","PSC","R2PO","R2CEIC","R2OAS","R2NP","R2FPIC","R2CUST","R2RCMP","R2AIRC","R2AGCAN","R2VR","R2PSC","R3PO","R3CEIC","R3OAS","R3NP","R3FPIC","R3CUST","R3RCMP","R3AIRC","R3AGCAN","R3VR","R3PSC","R4PO","R4CEIC","R4OAS","R4NP","R4FPIC","R4CUST","R4RCMP","R4AIRC","R4AGCAN","R4VR","R4PSC","R5PO","R5CEIC","R5OAS","R5NP","R5FPIC","R5CUST","R5RCMP","R5AIRC","R5AGCAN","R5VR","R5PSC","DVAGRPS","DVLANG_C","CONVERS1","AGE_El","AGE_E2","AGE_E3","DVLANGE1","DVLANGE2","DVLANGE3","CONVERS2","CONVERS3","CONVERS4","EDUCLNE1","EDUCLNE2","EDUCLNE3","CRENG_El","CRENG_E2","CRENG_E3","CRFRE_E1","CRFRE_E2","CRFRE_E3","IMMER_El","IMMER_E2","IMMER_E3"
"71",4493,2,1,0,2,1,0,0,1,2,98,9,9,2,2,2,2,2,2,2,2,1,1,0,0,2,0,0,0,0,2,2,2,2,2,2,2,2,1,3,4,2,1,1,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,9,1,1,5,1986,3,0,10,3,2,2,2,2,2,2,2,1,5,2,3,3,2,0,0,0,1,2,3,4,2132672,2,4,1,2,4,1,5,6,1,3,3,3,3,57,6,8,99,87,87,87,1,9,87,87,87,87,87,87,5,0,4000,4,2,3,3,3,2,2,2,3,2,2,2,3,2,5,1,1,7,1,6,2,6,2,6,1,6,6,6,6,6,6,6,1,1,2,2,2,2,2,3,1,1,1,6,1,20,6,6,6,6,3,5,3,0,2,2,2,7,3,7,2,6,3,6,2,2,2,6,6,3,2,7,2,0,0,0,0,0,0,0,4,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,2,0,3,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",10220,1,1,0,1,1,0,0,1,1,6,3,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,98,3,0,1,2,1,2,2,2,2,2,2,4,2,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,2,4,0,2,0,1942,1,1944,1,0,1,2,2,2,2,2,2,2,1,1,5,5,2,0,0,0,8,8,88,5,2278056,1,9,4,1,1,9,1,0,1,1,1,2,1,47,10,4,2,87,87,87,88,2,32,13,7,87,87,87,5,888888,888888,6,3,2,3,2,2,2,2,2,2,2,2,1,2,2,1,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2748,1,1,0,1,1,0,0,1,2,12,2,0,1,2,1,2,2,2,2,2,2,1,0,0,1,1,8,2,0,1,2,1,2,2,2,2,2,2,3,3,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,1,6,1963,1,9999,2,1,2,1,2,2,2,2,2,2,1,1,5,5,2,0,0,0,1,1,2,5,2624383,1,9,1,1,2,2,1,0,1,1,1,1,1,37,10,8,4,37,7,13,2,10,32,15,2,87,87,87,5,28800,38800,5,3,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,7,2,6,2,6,2,6,1,2,1,2,2,2,2,6,6,6,6,6,6,6,2,6,2,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,1,1,1,1,4,2,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",16027,2,1,0,2,1,0,0,1,1,8,2,0,2,2,2,2,1,2,2,2,2,1,0,0,2,0,9,2,0,2,2,2,2,1,2,2,2,2,0,0,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,9,1,1,5,1960,1,1960,5,4,2,2,2,1,2,2,2,2,1,1,1,1,0,52,1,1,2,4,8,3,1800158,1,8,1,2,3,1,3,2,1,3,3,3,3,42,7,8,2,87,87,87,3,9,79,2,13,79,2,10,1,47000,52320,1,1,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,3,7,1,6,2,6,2,6,1,2,1,2,2,2,2,6,6,6,6,6,6,6,1,6,1,3,1,2,4,4,2,3,3,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,4,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0
"75",3511,1,2,8,1,1,0,0,1,1,12,1,2,1,2,2,2,2,2,2,2,1,1,0,0,2,0,12,2,0,1,2,2,2,2,2,2,2,1,0,1,1,1,2,1,2,1,2,2,3,1,1,1,2,1,2,1,2,1,2,1,10,1,1,1,1986,3,0,1,0,2,2,2,2,2,2,2,1,1,2,3,3,1,52,1,2,2,3,6,5,30303621,2,1,2,3,4,5,1,0,4,1,1,1,1,32,12,4,6,87,87,87,4,5,87,87,87,32,12,8,2,1200,1200,0,6,1,3,1,2,2,2,1,2,2,2,1,1,1,1,1,1,7,2,6,2,6,2,6,2,2,1,2,2,2,2,6,6,6,6,6,6,6,3,6,3,1,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",8829,1,1,0,1,1,0,0,1,2,98,3,0,1,2,2,1,2,2,2,2,2,1,0,0,2,0,11,2,0,1,8,8,8,8,8,8,8,8,3,4,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,2,0,1945,1,1953,4,2,2,2,1,2,2,2,2,2,2,2,1,1,0,52,1,1,2,3,5,0,9768213,1,8,1,1,2,2,1,0,1,1,1,1,1,32,15,6,88,87,87,87,4,2,22,16,1,27,15,13,5,18600,18600,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,4,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",15238,1,2,12,1,1,0,0,1,1,8,2,0,2,1,2,2,2,1,2,2,2,1,0,0,2,0,12,1,4,2,2,2,2,2,1,2,2,2,2,3,5,1,1,2,3,1,2,2,4,2,3,1,2,1,2,1,2,1,1,4,7,0,2,0,1974,1,1976,5,3,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0,1,2,3,9,16064023,1,3,4,1,2,8,1,0,2,1,1,3,3,32,10,4,2,87,87,87,8,3,32,13,4,87,87,87,4,0,6288,0,7,1,1,3,2,1,2,3,2,1,2,1,1,1,2,1,0,7,0,6,0,6,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,6,0,6,2,0,0,0,0,0,0,5,1,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",9478,1,1,0,1,1,0,0,1,2,13,1,1,2,2,2,2,2,2,2,2,1,1,0,0,2,0,98,3,0,2,2,2,2,2,2,2,2,1,0,4,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,10,1,1,1,1983,1,1983,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,52,1,1,8,8,88,5,3045765,1,2,1,1,2,2,1,0,1,1,1,3,3,27,11,1,5,87,87,87,88,5,22,16,1,22,16,1,4,888888,888888,6,3,1,1,3,2,2,2,3,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,9,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",7098,2,1,0,2,1,0,0,1,1,98,3,0,2,2,2,2,2,2,2,2,1,1,0,0,2,0,10,2,0,2,2,2,2,2,2,2,2,1,0,0,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,7,0,2,0,1953,1,1953,7,2,2,2,2,2,2,2,2,1,1,1,4,4,2,0,0,0,8,8,88,9,24143219,2,7,1,2,3,1,1,9,1,3,3,3,3,42,10,3,88,87,87,87,3,3,32,12,8,87,87,87,1,0,0,0,7,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",15146,1,1,0,1,1,0,0,1,1,10,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,8,2,0,1,2,1,2,2,2,2,2,2,5,1,2,1,9,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,8,2,2,0,1979,1,1980,2,3,2,1,2,2,2,2,2,2,1,1,1,1,0,26,1,1,2,3,5,4,1777227,2,3,1,2,4,1,2,0,1,1,1,1,1,42,13,3,3,87,87,87,2,11,22,12,11,27,13,11,5,5000,999999,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,7,3,6,3,6,2,6,2,6,6,6,6,6,6,6,1,2,2,2,2,2,1,6,1,9,3,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,2,2,0,4,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",3438,1,1,0,1,2,3,0,1,1,98,3,0,1,2,2,2,1,2,2,2,2,1,0,0,1,1,13,2,0,1,2,1,2,2,2,2,2,2,0,2,3,1,1,2,3,2,3,2,4,1,1,2,3,1,1,1,1,1,1,2,8,9,2,0,1984,1,1984,1,0,2,2,2,2,2,2,2,1,6,2,2,2,1,36,1,1,2,3,6,5,1772277,2,1,2,3,2,6,4,0,1,1,1,1,1,88,88,88,88,42,9,12,4,11,32,12,8,32,12,8,3,4000,4000,6,3,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,4,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",5166,1,1,0,1,1,0,0,1,2,6,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,98,2,0,1,2,1,2,2,2,2,2,2,0,5,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,2,0,1942,1,1942,2,2,2,1,2,2,2,2,2,2,2,1,1,1,0,52,1,1,2,4,8,4,8821149,1,11,1,1,2,2,1,0,1,1,1,1,1,32,10,5,2,87,87,87,97,4,42,13,13,32,15,12,5,13000,33000,2,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,2,6,1,6,1,6,1,6,6,6,6,6,6,6,1,2,2,2,2,2,2,6,2,3,2,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,0,0,0,4,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",8842,1,1,0,1,1,0,0,1,1,3,2,0,1,2,1,2,2,2,2,2,2,1,0,0,1,1,3,2,0,1,2,1,2,2,2,2,2,2,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,0,1964,1,1964,2,1,2,1,2,2,2,2,2,2,1,1,4,4,2,0,0,0,1,1,1,4,15046530,2,6,1,2,4,1,4,0,1,1,1,1,1,22,15,3,2,27,13,3,2,2,22,12,11,87,87,87,5,0,300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,4,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,5,5,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",10213,1,1,0,1,1,0,0,1,2,98,2,0,1,2,2,2,1,2,2,2,2,1,0,0,2,0,98,2,0,1,2,2,2,2,1,2,2,2,0,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,9,2,2,0,1978,2,1978,1,0,2,2,2,1,1,2,2,2,1,1,1,1,0,52,2,0,2,4,7,7,8312453,1,3,1,1,3,1,2,0,1,1,1,1,1,27,11,1,97,87,87,87,97,11,27,11,1,27,11,1,3,50000,888888,0,7,1,1,1,2,2,2,3,2,1,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2292,2,2,11,2,2,4,2,0,0,11,1,3,2,2,2,2,2,2,2,2,1,2,4,2,0,0,10,1,3,2,2,2,2,2,2,2,2,1,2,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,10,1,1,4,1947,1,1947,8,1,2,2,2,2,2,2,2,1,1,1,1,1,0,52,1,1,2,3,6,5,10274034,1,10,1,1,4,1,3,2,5,3,3,3,3,86,86,86,7,86,86,86,7,8,37,12,13,47,4,13,3,37907,37907,6,3,3,3,3,2,2,2,3,2,2,2,3,2,5,1,1,7,1,6,2,6,2,6,2,6,6,6,6,6,6,6,2,2,2,1,1,2,2,1,1,1,3,6,2,99,6,6,6,6,3,5,3,0,2,2,2,3,3,3,3,3,3,2,2,2,2,6,6,3,2,7,3,7,7,3,1,0,0,0,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",7799,1,2,99,1,1,0,0,1,2,5,2,0,1,2,1,2,2,2,2,2,1,1,0,0,2,0,9,2,0,2,1,2,2,2,2,2,2,1,5,5,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,1,2,1,10,1,1,6,1969,1,1969,10,1,2,1,2,2,2,2,2,1,6,1,4,4,2,0,0,0,1,2,3,4,4513958,2,5,4,1,3,3,5,0,3,1,1,1,3,32,12,7,2,87,87,87,3,10,42,9,10,87,87,87,7,0,1000,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,7,1,6,1,6,1,6,1,6,6,6,6,6,6,6,2,2,1,2,2,1,2,6,3,1,3,2,0,0,0,0,0,0,4,6,2,1,2,2,2,4,2,2,2,2,2,4,9,2,2,4,9,9,9,4,2,0,0,0,0,0,0,0,4,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0
"87",3834,1,1,0,1,1,0,0,1,2,8,9,9,1,2,1,2,2,2,2,2,2,1,0,0,2,0,98,2,0,1,2,1,2,2,2,2,2,2,0,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,9,1,1,3,1986,1,1986,2,5,2,1,2,2,2,2,2,2,1,1,1,1,0,52,1,2,2,4,8,4,4342623,2,1,2,3,4,5,4,0,1,1,1,1,1,42,7,11,2,87,87,87,97,7,57,4,10,57,4,10,2,5000,5000,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,1,6,1,6,1,6,6,6,6,6,6,6,1,2,2,1,2,2,2,6,1,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,0,0,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",12686,1,2,3,1,1,0,0,1,1,12,2,0,1,2,2,2,2,2,2,2,1,1,0,0,2,0,12,2,0,1,1,2,2,2,2,2,2,2,0,1,1,1,1,2,3,1,1,2,3,2,3,1,1,1,1,1,2,1,1,1,9,1,1,4,1973,1,1973,7,1,1,2,2,2,2,2,2,1,1,2,1,1,0,52,1,1,2,3,6,2,9526908,1,5,1,1,2,2,1,0,5,1,1,2,1,42,13,13,4,87,87,87,4,8,57,2,9,57,2,13,2,26000,26000,0,4,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,4,7,3,6,3,6,3,6,2,2,2,2,2,2,1,6,6,6,6,6,6,6,2,6,2,1,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,9,9,9,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",3486,1,1,0,1,2,4,2,0,0,98,3,0,1,8,8,8,8,8,8,8,8,2,4,2,0,0,10,2,0,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,8,1,1,2,1968,1,1968,4,1,1,2,1,2,2,2,2,2,1,1,4,1,0,52,1,1,2,4,7,0,4333653,2,5,1,2,4,1,5,0,1,1,1,1,3,86,86,86,88,86,86,86,3,6,42,9,7,42,12,12,4,22000,25200,0,4,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,4,1,1,1,4,2,2,0,0,1,0,0,0,0,0,1,0,0,2
"90",13353,1,1,0,1,1,0,0,3,0,7,2,0,1,2,2,2,2,1,2,2,2,1,0,0,2,0,9,2,0,1,1,2,2,2,2,2,2,2,3,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,3,0,2,0,1980,3,0,3,2,1,2,2,2,2,2,2,2,1,1,2,2,2,0,0,0,8,8,88,7,24937359,1,4,2,3,4,5,1,0,1,1,1,1,1,87,87,87,2,87,87,87,3,2,87,87,87,87,87,87,4,0,0,0,7,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
