"","SEQNUM","COUNTRY_","COMM15_A","YEARSCOM","CANCOMM1","FATHLIVE","FREASON_","OTHFATH_","FATHACT_","FSELFEMP","FATHED_B","FMOREED_","FMOSTED_","FCOUNTRY","FETHNIC1","FETHNIC2","FETHNIC3","FETHNIC4","FETHNIC5","FETHNIC6","FETHNIC7","FETHNIC8","MOTHLIVE","MREASON_","OTHMOTH_","MOTHACT_","MSELFEMP","MOTHED_B","MMOREED_","MMOSTED_","MCOUNTRY","METHNIC1","METHNIC2","METHNIC3","METHNIC4","METHNIC5","METHNIC6","METHNIC7","METHNIC8","BROTHERS","SISTERS_","HAPPY_El","HEALTH_E","HEALTHSV","JOB_E2B","JOBSV_E2","OTHTIME_","OTHTIMES","FINANCE_","FINANCES","HOUSING_","HOUSINGS","FRIENDS_","FRIENDSS","PARTNER_","PARTNERS","FAMILY_E","FAMILYSV","YOURSEL1","YOURSEL2","LIFE_E3","EDUC","GRADSECN","MOREED","MOSTED","YEARED","JOB1","JOBlYEAR","RELIGION","ATTEND","ETHNICl","ETHNIC2","ETHNIC3","ETHNIC4","ETHNIC5","ETHNIC6","ETHNIC7","ETHNIC8","DWELLING","OWNRENT","ACT7DAYS","ACTl2MNT","JOB12MNT","JOBWEEKS","SELFEMP","PTFT","HOUSINC1","HOUSINC2","HOUSINC3","PROV","FWGT_OS","DVSEX","DVAGEGR","DVMARST","DVRELHD","DVHHLDSZ","DVLVGARR","DVCHILD","DVIMMIG","DVNUMCOM","DVBORNR","DVBORl5","DVBORNF","DVBORNM","DVBCMSF","DVPINF","DVINDF","DVEDF","DVBCMSM","DVPINM","DVINDM","DVEDM","DVEDR","DVBCMSRF","DVPINRF","DVINDRF","DVBCMSRL","DVPINRL","DVINDRL","DVBROTHS","DVSALARY","DVTOTINC","CONREG","MAGREG","DVLANG","CONVERS","FAMTONG","FAMTONG1","FAMTONG2","FAMTONG3","MOMTONG","MOMTONG1","MOMTONG2","MOMTONG3","RESMTONG","MAINQL","DVMAINLG","KNOWFRE1","KNOWENG","TALKFREN","TALKENG","RATEFRER","RATEENGR","RATEFREU","RATEENGU","RATEFRES","RATEENGS","KNOWFRE2","KNOWFRE3","KNOWFRE4","KNOWFRE5","KNOWFRE6","KNOWFRE7","KNOWFRE8","KNOWENG1","KNOWENG2","KNOWENG3","KNOWENG4","KNOWENG5","KNOWENG6","KNOWENG7","FIVEFREK","FIVEENGK","FIVEFREU","FIVEENGU","KNOWOTHF","DVNUMOTH","DVKNOTHL","TALKOTH","RATEOTHR","RATEOTHU","RATEOTHS","KIDLNH","KIDLN","KIDLNMO","KIDLN90","KIDLNO3","KIDLNO4","KIDLNO5","ADOLNH","ADOLNHMO","ADOLNF","ADOLNFMO","PRILN","PRILNMO","SECLN","SECLNMO","POSTLN","POSTLNMO","HOMELN","NOWLNH","NOWLNHMO","NOWLNH90","NOWLNF","NOWLNFMO","WRKLN","RWRKLN","RWRKLNMO","RWRKLN90","WWRKLN","WWRKLNMO","WWRKLN90","TVLN","TVLNMO","TVLN9O","DOCLN","FEDSERV","P0","CEIC","OAS","NP","FPIC","CUSTOMS","RCMP","AIRC","AGCAN","VR","PSC","R2PO","R2CEIC","R2OAS","R2NP","R2FPIC","R2CUST","R2RCMP","R2AIRC","R2AGCAN","R2VR","R2PSC","R3PO","R3CEIC","R3OAS","R3NP","R3FPIC","R3CUST","R3RCMP","R3AIRC","R3AGCAN","R3VR","R3PSC","R4PO","R4CEIC","R4OAS","R4NP","R4FPIC","R4CUST","R4RCMP","R4AIRC","R4AGCAN","R4VR","R4PSC","R5PO","R5CEIC","R5OAS","R5NP","R5FPIC","R5CUST","R5RCMP","R5AIRC","R5AGCAN","R5VR","R5PSC","DVAGRPS","DVLANG_C","CONVERS1","AGE_El","AGE_E2","AGE_E3","DVLANGE1","DVLANGE2","DVLANGE3","CONVERS2","CONVERS3","CONVERS4","EDUCLNE1","EDUCLNE2","EDUCLNE3","CRENG_El","CRENG_E2","CRENG_E3","CRFRE_E1","CRFRE_E2","CRFRE_E3","IMMER_El","IMMER_E2","IMMER_E3"
"31",6917,1,1,0,1,1,0,0,1,2,12,2,0,1,1,2,2,2,2,2,2,1,1,0,0,2,0,10,2,0,1,1,2,2,2,2,2,2,1,3,3,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,9,1,1,2,1984,3,0,3,2,1,2,2,2,2,2,2,1,1,1,4,4,2,0,0,0,2,4,7,5,3294499,2,4,1,2,3,1,2,0,1,1,1,1,1,32,13,12,4,87,87,87,3,6,87,87,87,87,87,87,5,0,372,6,3,4,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",10756,1,1,0,1,1,0,0,1,1,10,2,0,1,2,2,2,1,2,2,2,2,1,0,0,2,0,9,2,0,1,1,2,2,2,2,2,2,2,0,0,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,10,2,2,0,1968,1,1969,3,5,1,2,2,1,2,2,2,2,1,1,4,4,2,0,0,0,2,3,6,5,16510352,2,4,1,2,3,1,3,0,1,1,1,1,1,27,15,10,3,87,87,87,3,11,37,12,11,87,87,87,1,0,360,0,6,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,0,1,0,0,3,0,0,1,0,0,0,0,0,9,0,0,2,0,0
"33",4223,1,1,0,1,1,0,0,1,1,6,2,0,1,2,2,2,2,2,1,2,2,1,0,0,2,0,9,2,0,2,2,2,2,2,2,1,2,2,2,4,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,9,1,1,3,1956,1,9999,2,1,2,2,2,2,2,1,2,2,1,1,1,1,0,52,1,1,2,4,8,4,18745000,1,9,1,1,4,1,1,0,1,1,1,1,3,32,15,3,2,87,87,87,3,7,72,3,6,72,3,6,5,60000,60000,2,2,1,3,3,1,2,2,3,1,2,2,1,1,1,1,1,1,7,1,6,1,6,1,6,1,2,2,1,2,2,2,6,6,6,6,6,6,6,3,6,3,3,1,1,3,1,2,1,1,7,9,1,2,1,2,2,7,1,4,2,2,2,1,1,1,1,1,1,1,0,4,2,4,4,2,2,4,1,2,4,1,2,2,1,2,1,1,1,1,2,1,2,1,2,9,2,0,0,0,0,1,0,1,0,2,9,1,0,0,0,0,1,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,8,1,3,5,5,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",8596,1,1,0,1,1,0,0,1,2,98,3,0,1,2,2,1,2,2,2,2,2,1,0,0,2,0,98,3,0,1,2,1,2,2,2,2,2,2,5,2,3,1,1,2,4,2,4,2,3,1,1,2,3,2,4,1,1,1,1,4,6,0,2,0,1943,2,1945,2,1,2,1,1,2,2,2,2,2,5,2,5,5,2,0,0,0,1,2,3,4,8716337,2,9,2,1,1,9,1,0,1,1,1,1,1,32,7,11,88,87,87,87,88,3,32,7,11,87,87,87,5,0,4000,0,5,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,9,9,9,9,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",9526,1,1,0,1,1,0,0,1,2,8,2,0,1,1,2,2,2,2,2,2,2,1,0,0,2,0,8,2,0,1,1,2,2,2,2,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9999,9,9999,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,99,6,9865495,1,11,1,1,2,2,1,0,1,1,1,2,2,27,11,1,2,87,87,87,2,99,99,99,99,99,99,99,3,999999,999999,0,7,1,1,1,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,9,9,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",535,1,2,7,1,1,0,0,1,1,6,2,0,1,2,2,2,2,2,2,2,1,1,0,0,2,0,9,2,0,1,2,2,2,2,2,2,2,1,4,1,2,1,2,2,3,1,2,2,3,1,1,1,2,1,2,1,2,1,2,2,9,1,1,1,1980,1,1981,1,0,2,2,2,2,2,2,2,1,1,1,2,1,0,21,1,1,1,2,4,9,15092794,1,3,2,3,2,7,1,0,3,2,1,2,2,32,10,5,2,87,87,87,3,5,37,14,13,37,14,13,4,7000,10500,0,7,1,1,3,2,2,2,3,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",933,1,1,0,1,1,0,0,1,2,98,2,0,1,2,1,2,2,2,2,2,1,2,1,1,2,0,98,2,0,1,2,1,2,2,2,2,2,1,4,5,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,6,0,2,0,1917,1,1917,2,1,2,1,2,2,2,2,2,1,7,2,5,5,2,0,0,0,1,1,2,4,1508813,2,14,3,1,1,9,1,0,1,1,1,1,1,37,13,12,97,87,87,87,97,3,62,2,10,87,87,87,7,999999,999999,4,2,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,4,6,2,6,2,6,2,6,6,6,6,6,6,6,2,2,1,2,2,2,2,6,3,3,2,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,2,9,2,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",3237,2,1,0,2,1,0,0,1,1,98,2,0,2,2,2,2,2,2,1,2,2,1,0,0,2,0,98,2,0,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,5,0,2,0,1964,1,1970,2,3,2,2,2,2,2,1,2,2,3,1,1,1,0,52,2,0,1,2,4,5,20756552,1,5,1,1,4,1,3,2,1,3,3,3,3,27,15,5,97,87,87,87,97,2,32,15,3,32,12,8,3,15000,15000,0,6,3,1,3,1,2,2,3,1,2,2,3,1,1,2,1,0,7,0,6,0,6,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,6,0,3,1,1,3,1,1,1,1,3,5,3,0,1,2,2,5,3,5,3,3,3,0,0,0,0,3,3,3,0,5,3,3,5,1,1,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,4,0,3,3,0,2,2,0,1,1,0,0,0,0,1,1,0,2,2,0
"39",7881,1,1,0,1,1,0,0,1,1,8,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,11,2,0,1,2,1,2,2,2,2,2,2,4,3,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,1,2,1,1,1,9,1,2,0,1976,1,1976,2,1,2,1,2,2,2,2,2,2,1,1,1,1,0,52,1,2,2,9,99,3,1127645,2,3,1,2,4,1,3,0,1,1,1,1,1,52,6,8,2,87,87,87,4,4,57,2,10,62,2,10,5,7000,9000,1,1,2,3,2,2,2,2,2,2,2,2,2,2,4,1,1,7,1,6,1,6,1,6,1,6,6,6,6,6,6,6,9,9,9,9,9,9,9,6,1,3,3,2,0,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,0,0,0,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,3,0,2,2,0,1,1,0,0,2,0,0,2,0,0,0,0,0,2,0
"40",6057,1,1,0,1,1,0,0,1,2,98,3,0,2,2,2,2,2,1,2,2,2,1,0,0,2,0,98,3,0,2,2,2,2,2,2,2,2,1,3,5,1,2,3,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,9,2,2,0,1963,1,1964,3,3,2,1,2,2,2,2,2,1,1,1,4,4,2,0,0,0,2,4,7,9,42188557,2,6,1,2,4,1,4,0,1,2,2,3,3,27,11,1,88,87,87,87,88,11,32,14,11,87,87,87,6,0,0,0,7,1,1,3,2,1,2,3,2,2,2,1,1,1,2,1,0,7,0,6,0,6,0,6,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0,6,0,3,1,1,3,4,3,3,3,5,99,9,9,9,9,9,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,5,5,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",7362,1,1,0,1,1,0,0,1,2,6,3,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,7,2,0,1,2,1,2,2,2,2,2,2,3,5,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,5,0,2,0,1962,1,1962,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,0,0,0,1,2,3,4,26811983,1,5,1,1,4,1,6,0,1,1,1,1,1,32,11,1,2,87,87,87,2,2,32,11,1,87,87,87,6,0,9800,0,5,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,3,4,4,2,2,2,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0
"42",9219,1,1,0,1,2,2,2,0,0,12,1,3,1,2,2,2,2,1,2,2,2,1,0,0,2,0,8,2,0,1,2,2,2,1,2,2,2,2,1,5,2,2,3,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,9,1,1,1,1978,1,1979,1,0,1,2,2,2,2,2,2,2,1,1,1,1,0,52,1,1,2,4,7,8,14330144,2,3,1,2,4,1,5,0,1,1,1,1,2,86,86,86,7,87,87,87,2,5,27,12,9,57,2,9,5,25000,25600,0,7,1,1,8,8,8,8,1,2,2,2,1,1,1,1,1,4,7,3,6,3,6,3,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,2,6,3,1,2,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,1,1,1,1,9,9,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,0,1,1,0,2,2,0,0,1,0,0,0,0,0,2,0,0,2,0
"43",14636,1,2,7,1,1,0,0,1,1,98,3,0,1,1,2,2,2,2,2,2,1,1,0,0,1,1,98,3,0,2,8,8,8,8,8,8,8,8,2,3,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,9,1,2,0,1981,1,1981,4,5,1,2,2,2,2,2,2,2,6,2,1,1,0,52,1,1,2,3,5,5,3862366,2,3,1,1,2,2,1,0,5,2,1,1,3,72,3,12,88,27,12,9,88,4,27,12,8,27,12,7,4,12000,12000,6,3,1,1,1,2,2,2,8,8,8,8,9,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",7444,1,1,0,1,1,0,0,1,1,98,3,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,6,2,0,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,5,0,2,0,1930,3,0,2,5,2,1,2,2,2,2,2,2,5,2,5,5,2,0,0,0,1,1,2,4,6236182,2,11,3,1,1,9,1,0,1,1,1,2,1,47,13,6,88,87,87,87,2,2,87,87,87,87,87,87,3,0,9580,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",16292,1,1,0,1,1,0,0,1,2,9,2,0,1,2,1,2,2,2,2,2,2,1,0,0,1,2,7,2,0,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,8,1,1,3,1986,2,1986,2,5,2,1,2,2,2,2,2,2,5,2,3,3,2,0,0,0,8,8,88,4,3850602,1,2,2,1,3,8,1,0,1,1,1,1,1,57,6,11,3,32,7,11,2,7,32,10,5,87,87,87,3,6000,6000,3,2,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",5906,1,2,10,1,1,0,0,1,1,9,2,0,1,2,1,2,2,2,2,2,2,1,0,0,2,0,7,2,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,4,2,4,1,1,1,2,1,1,2,4,2,3,1,2,3,7,0,1,1,1984,1,9999,2,5,2,1,2,2,2,2,2,2,4,2,1,1,0,48,1,1,2,3,6,3,651375,1,5,4,1,2,3,3,0,2,1,1,1,1,32,15,13,3,87,87,87,2,5,37,13,6,42,10,6,4,60000,60000,1,1,2,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,7,2,6,1,6,1,6,1,2,2,1,1,2,2,6,6,6,6,6,6,6,3,6,3,1,2,0,0,0,0,0,0,2,3,2,0,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,0,4,1,1,4,1,2,1,1,0,4,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,1,0,0
"47",15982,1,1,0,1,1,0,0,1,2,3,2,0,1,1,2,2,2,2,2,2,2,1,0,0,2,0,8,2,0,2,1,2,2,2,2,2,2,2,1,2,2,2,4,1,2,2,4,1,2,1,2,1,2,1,2,1,2,2,4,1,7,0,2,0,9999,1,9999,4,1,1,2,2,2,2,2,2,2,1,1,4,4,2,0,0,0,1,2,4,7,8685006,2,10,1,2,2,2,1,0,1,1,1,2,3,27,11,1,2,87,87,87,2,3,32,7,10,87,87,87,3,0,0,0,7,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2438,1,1,0,1,1,0,0,1,2,4,2,0,1,2,1,2,2,2,2,2,1,1,0,0,2,0,4,2,0,1,2,1,2,2,2,2,2,1,5,5,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,6,0,1,6,1961,2,1962,2,3,2,1,2,2,2,2,2,2,7,2,4,4,2,0,0,0,2,3,5,4,13136912,2,6,1,2,3,1,3,0,1,1,1,1,1,32,11,1,2,87,87,87,2,10,37,12,11,87,87,87,7,0,140,0,5,2,2,2,2,2,2,2,2,2,2,2,2,8,1,2,7,5,6,5,6,5,6,5,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,6,5,5,0,0,5,5,5,5,0,4,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,2,1,1,1,2,1,1,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",12166,1,2,14,1,2,2,2,0,0,98,3,0,1,2,2,2,2,2,1,2,2,1,0,0,1,1,10,1,1,1,2,2,2,2,2,2,2,1,4,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,9,1,2,0,1982,1,1982,2,3,2,2,2,2,2,2,1,2,4,2,1,1,0,32,1,1,2,3,6,6,16146969,1,2,2,3,3,5,1,0,2,2,1,2,1,86,86,86,88,52,5,10,5,4,42,10,3,42,10,6,6,21000,21000,0,7,1,1,1,2,2,2,3,2,2,1,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,2,1,1,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",10321,1,1,0,1,1,0,0,1,1,98,3,0,1,8,8,8,8,8,8,8,8,1,0,0,2,0,98,3,0,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2,4,1,2,1,2,1,2,1,2,1,9,1,2,0,1956,1,1956,3,3,2,2,1,1,2,2,2,2,1,1,4,1,0,52,1,1,2,4,8,5,34818492,2,7,1,2,2,2,1,0,1,1,1,2,1,42,8,3,88,87,87,87,88,4,57,2,4,37,14,13,3,888888,888888,0,6,1,1,1,2,2,2,1,2,2,2,1,1,7,2,1,5,7,5,6,5,6,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,5,6,5,6,5,0,0,5,5,5,5,0,2,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,2,1,1,1,2,1,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
